season,overall_pick,round,pick_in_round,espn_team_id,team_name,player_id,player_name,is_keeper,bid_amount
2022,48,4,12,6,Team  Vengeance,4427366,Breece Hall,False,0
2022,49,5,1,6,Team  Vengeance,4374302,Amon-Ra St. Brown,False,0
2022,50,5,2,2,In Your Face,4047365,Josh Jacobs,False,0
2022,51,5,3,4,I'm Ryan  Keyser,3139477,Patrick Mahomes,False,0
2022,52,5,4,7,I. AM. (NOT) BATEMAN! ,16799,Allen Robinson II,False,0
2022,53,5,5,1,The  Commish,4038941,Justin Herbert,False,0
2022,54,5,6,13,What R U Doin  Step Bro?!?!,3116165,Chris Godwin,False,0
2022,55,5,7,8,Wu Tang Sports Ventures ,3916387,Lamar Jackson,False,0
2022,56,5,8,3,Cookin With Colonel Sanders,4040655,Darnell Mooney,False,0
2022,57,5,9,12,Quads Are us,4243537,Gabe Davis,False,0
2022,58,5,10,10,DENVER RILEY,3120348,JuJu Smith-Schuster,False,0
2022,59,5,11,14,Team YB,2576925,Darren Waller,False,0
2022,60,5,12,5,Maybe This Year,3135321,Hunter Renfrow,False,0
2022,61,6,1,5,Maybe This Year,4040761,Devin Singletary,False,0
2022,62,6,2,14,Team YB,3917315,Kyler Murray,False,0
2022,63,6,3,10,DENVER RILEY,4040715,Jalen Hurts,False,0
2022,64,6,4,12,Quads Are us,4241555,Elijah Mitchell,False,0
2022,65,6,5,3,Cookin With Colonel Sanders,4045163,Miles Sanders,False,0
2022,66,6,6,8,Wu Tang Sports Ventures ,2976316,Michael Thomas,False,0
2022,67,6,7,13,What R U Doin  Step Bro?!?!,4360238,Dameon Pierce,False,0
2022,68,6,8,1,The  Commish,3040151,George Kittle,False,0
2022,69,6,9,7,I. AM. (NOT) BATEMAN! ,4360939,Rashod Bateman,False,0
2022,70,6,10,4,I'm Ryan  Keyser,4242214,Clyde Edwards-Helaire,False,0
2022,71,6,11,2,In Your Face,2577327,Tyler Lockett,False,0
2022,72,6,12,6,Team  Vengeance,4372414,Elijah Moore,False,0
2022,73,7,1,6,Team  Vengeance,3895856,Christian Kirk,False,0
2022,74,7,2,2,In Your Face,16460,Adam Thielen,False,0
2022,75,7,3,4,I'm Ryan  Keyser,3117256,Dalton Schultz,False,0
2022,76,7,4,7,I. AM. (NOT) BATEMAN! ,3119195,Chase Edmonds,False,0
2022,77,7,5,1,The  Commish,4360294,Antonio Gibson,False,0
2022,78,7,6,13,What R U Doin  Step Bro?!?!,4361370,Chris Olave,False,0
2022,79,7,7,8,Wu Tang Sports Ventures ,4036133,T.J. Hockenson,False,0
2022,80,7,8,3,Cookin With Colonel Sanders,3916148,Tony Pollard,False,0
2022,81,7,9,12,Quads Are us,4239934,AJ Dillon,False,0
2022,82,7,10,10,DENVER RILEY,3059915,Kareem Hunt,False,0
2022,83,7,11,14,Team YB,2976499,Amari Cooper,False,0
2022,84,7,12,5,Maybe This Year,3925347,Damien Harris,False,0
2022,85,8,1,5,Maybe This Year,4240600,Kadarius Toney,False,0
2022,86,8,2,14,Team YB,4426502,Drake London,False,0
2022,87,8,3,10,DENVER RILEY,3139925,Rashaad Penny,False,0
2022,88,8,4,12,Quads Are us,4241478,DeVonta Smith,False,0
2022,89,8,5,3,Cookin With Colonel Sanders,2330,Tom Brady,False,0
2022,90,8,6,8,Wu Tang Sports Ventures ,4360438,Brandon Aiyuk,False,0
2022,91,8,7,13,What R U Doin  Step Bro?!?!,4569173,Rhamondre Stevenson,False,0
2022,92,8,8,1,The  Commish,2576434,Melvin Gordon III,False,0
2022,93,8,9,7,I. AM. (NOT) BATEMAN! ,14881,Russell Wilson,False,0
2022,94,8,10,4,I'm Ryan  Keyser,15807,Cordarrelle Patterson,False,0
2022,95,8,11,2,In Your Face,15795,DeAndre Hopkins,False,0
2022,96,8,12,6,Team  Vengeance,4567048,Kenneth Walker III,False,0
2022,97,9,1,6,Team  Vengeance,3915511,Joe Burrow,False,0
2022,98,9,2,2,In Your Face,12483,Matthew Stafford,False,0
2022,99,9,3,4,I'm Ryan  Keyser,3128390,Allen Lazard,False,0
2022,100,9,4,7,I. AM. (NOT) BATEMAN! ,15835,Zach Ertz,False,0
2022,101,9,5,1,The  Commish,4052042,James Robinson,False,0
2022,102,9,6,13,What R U Doin  Step Bro?!?!,4241474,Brian Robinson Jr.,False,0
2022,103,9,7,8,Wu Tang Sports Ventures ,4240657,Michael Carter,False,0
2022,104,9,8,3,Cookin With Colonel Sanders,15880,Robert Woods,False,0
2022,105,9,9,12,Quads Are us,3121023,Dallas Goedert,False,0
2022,106,9,10,10,DENVER RILEY,3916433,Jakobi Meyers,False,0
2022,107,9,11,14,Team YB,2577417,Dak Prescott,False,0
2022,108,9,12,5,Maybe This Year,3051738,Marquez Valdes-Scantling,False,0
2022,109,10,1,5,Maybe This Year,4258595,Cole Kmet,False,0
2022,110,10,2,14,Team YB,8439,Aaron Rodgers,False,0
2022,111,10,3,10,DENVER RILEY,4039359,Darrell Henderson Jr.,False,0
2022,112,10,4,12,Quads Are us,4379399,James Cook,False,0
2022,113,10,5,3,Cookin With Colonel Sanders,4430191,Skyy Moore,False,0
2022,114,10,6,8,Wu Tang Sports Ventures ,3916430,Nyheim Hines,False,0
2022,115,10,7,13,What R U Doin  Step Bro?!?!,14880,Kirk Cousins,False,0
2022,116,10,8,1,The  Commish,4567156,Treylon Burks,False,0
2022,117,10,9,7,I. AM. (NOT) BATEMAN! ,4048244,Alexander Mattison,False,0
2022,118,10,10,4,I'm Ryan  Keyser,4569618,Garrett Wilson,False,0
2022,119,10,11,2,In Your Face,3045144,Tyler Boyd,False,0
2022,120,10,12,6,Team  Vengeance,2576414,Raheem Mostert,False,0
2022,121,11,1,6,Team  Vengeance,4046692,Chase Claypool,False,0
2022,122,11,2,2,In Your Face,16790,Jarvis Landry,False,0
2022,123,11,3,4,I'm Ryan  Keyser,-16009,Packers D/ST,False,0
2022,124,11,4,7,I. AM. (NOT) BATEMAN! ,4383351,Trey Lance,False,0
2022,125,11,5,1,The  Commish,-16002,Bills D/ST,False,0
2022,126,11,6,13,What R U Doin  Step Bro?!?!,4361432,Romeo Doubs,False,0
2022,127,11,7,8,Wu Tang Sports Ventures ,3115378,Russell Gage,False,0
2022,128,11,8,3,Cookin With Colonel Sanders,4361411,Pat Freiermuth,False,0
2022,129,11,9,12,Quads Are us,4036348,Michael Gallup,False,0
2022,130,11,10,10,DENVER RILEY,3930086,Dawson Knox,False,0
2022,131,11,11,14,Team YB,3115394,DJ Chark,False,0
2022,132,11,12,5,Maybe This Year,4241479,Tua Tagovailoa,False,0
2022,133,12,1,5,Maybe This Year,2576623,DeVante Parker,False,0
2022,134,12,2,14,Team YB,16757,Derek Carr,False,0
2022,135,12,3,10,DENVER RILEY,4373626,Tyler Allgeier,False,0
2022,136,12,4,12,Quads Are us,13982,Julio Jones,False,0
2022,137,12,5,3,Cookin With Colonel Sanders,-16018,Saints D/ST,False,0
2022,138,12,6,8,Wu Tang Sports Ventures ,-16027,Buccaneers D/ST,False,0
2022,139,12,7,13,What R U Doin  Step Bro?!?!,3046439,Hunter Henry,False,0
2022,140,12,8,1,The  Commish,16782,Jerick McKinnon,False,0
2022,141,12,9,7,I. AM. (NOT) BATEMAN! ,2574808,Robbie Anderson,False,0
2022,142,12,10,4,I'm Ryan  Keyser,3116164,Mike Gesicki,False,0
2022,143,12,11,2,In Your Face,2572861,J.D. McKissic,False,0
2022,144,12,12,6,Team  Vengeance,-16025,49ers D/ST,False,0
2022,145,13,1,6,Team  Vengeance,4360310,Trevor Lawrence,False,0
2022,146,13,2,2,In Your Face,-16033,Ravens D/ST,False,0
2022,147,13,3,4,I'm Ryan  Keyser,4371733,Kenneth Gainwell,False,0
2022,148,13,4,7,I. AM. (NOT) BATEMAN! ,-16011,Colts D/ST,False,0
2022,149,13,5,1,The  Commish,4035004,Mecole Hardman,False,0
2022,150,13,6,13,What R U Doin  Step Bro?!?!,4372485,Rondale Moore,False,0
2022,151,13,7,8,Wu Tang Sports Ventures ,4426354,George Pickens,False,0
2022,152,13,8,3,Cookin With Colonel Sanders,4362887,Justin Fields,False,0
2022,153,13,9,12,Quads Are us,-16006,Cowboys D/ST,False,0
2022,154,13,10,10,DENVER RILEY,-16005,Browns D/ST,False,0
2022,155,13,11,14,Team YB,-16023,Steelers D/ST,False,0
2022,156,13,12,5,Maybe This Year,4361529,Isiah Pacheco,False,0
2022,157,14,1,5,Maybe This Year,-16024,Chargers D/ST,False,0
2022,158,14,2,14,Team YB,3123076,David Njoku,False,0
2022,159,14,3,10,DENVER RILEY,3916566,K.J. Osborn,False,0
2022,160,14,4,12,Quads Are us,2980453,Jamaal Williams,False,0
2022,161,14,5,3,Cookin With Colonel Sanders,4035886,Khalil Herbert,False,0
2022,162,14,6,8,Wu Tang Sports Ventures ,4040980,Irv Smith Jr.,False,0
2022,163,14,7,13,What R U Doin  Step Bro?!?!,-16015,Dolphins D/ST,False,0
2022,164,14,8,1,The  Commish,4361409,Jahan Dotson,False,0
2022,165,14,9,7,I. AM. (NOT) BATEMAN! ,3051926,Gus Edwards,False,0
2022,166,14,10,4,I'm Ryan  Keyser,3025433,Mike Davis,False,0
2022,167,14,11,2,In Your Face,15072,Marvin Jones Jr.,False,0
2022,168,14,12,6,Team  Vengeance,4036131,Noah Fant,False,0
